"iteration","lm_4layers_tense_232-232 - _step","lm_4layers_tense_232-232 - _step__MIN","lm_4layers_tense_232-232 - _step__MAX","lm_4layers_tense_232-232 - val_aux","lm_4layers_tense_232-232 - val_aux__MIN","lm_4layers_tense_232-232 - val_aux__MAX","lm_4layers_tense_232-232 - test_aux","lm_4layers_tense_232-232 - test_aux__MIN","lm_4layers_tense_232-232 - test_aux__MAX","lm_4layers_tense_222-222 - _step","lm_4layers_tense_222-222 - _step__MIN","lm_4layers_tense_222-222 - _step__MAX","lm_4layers_tense_222-222 - val_aux","lm_4layers_tense_222-222 - val_aux__MIN","lm_4layers_tense_222-222 - val_aux__MAX","lm_4layers_tense_222-222 - test_aux","lm_4layers_tense_222-222 - test_aux__MIN","lm_4layers_tense_222-222 - test_aux__MAX","lm_4layers_tense_212-212 - _step","lm_4layers_tense_212-212 - _step__MIN","lm_4layers_tense_212-212 - _step__MAX","lm_4layers_tense_212-212 - val_aux","lm_4layers_tense_212-212 - val_aux__MIN","lm_4layers_tense_212-212 - val_aux__MAX","lm_4layers_tense_212-212 - test_aux","lm_4layers_tense_212-212 - test_aux__MIN","lm_4layers_tense_212-212 - test_aux__MAX","lm_4layers_tense_202-202 - _step","lm_4layers_tense_202-202 - _step__MIN","lm_4layers_tense_202-202 - _step__MAX","lm_4layers_tense_202-202 - val_aux","lm_4layers_tense_202-202 - val_aux__MIN","lm_4layers_tense_202-202 - val_aux__MAX","lm_4layers_tense_202-202 - test_aux","lm_4layers_tense_202-202 - test_aux__MIN","lm_4layers_tense_202-202 - test_aux__MAX","lm_4layers_tense_192-192 - _step","lm_4layers_tense_192-192 - _step__MIN","lm_4layers_tense_192-192 - _step__MAX","lm_4layers_tense_192-192 - val_aux","lm_4layers_tense_192-192 - val_aux__MIN","lm_4layers_tense_192-192 - val_aux__MAX","lm_4layers_tense_192-192 - test_aux","lm_4layers_tense_192-192 - test_aux__MIN","lm_4layers_tense_192-192 - test_aux__MAX","lm_4layers_tense_182-182 - _step","lm_4layers_tense_182-182 - _step__MIN","lm_4layers_tense_182-182 - _step__MAX","lm_4layers_tense_182-182 - val_aux","lm_4layers_tense_182-182 - val_aux__MIN","lm_4layers_tense_182-182 - val_aux__MAX","lm_4layers_tense_182-182 - test_aux","lm_4layers_tense_182-182 - test_aux__MIN","lm_4layers_tense_182-182 - test_aux__MAX","lm_4layers_tense_152-152 - _step","lm_4layers_tense_152-152 - _step__MIN","lm_4layers_tense_152-152 - _step__MAX","lm_4layers_tense_152-152 - val_aux","lm_4layers_tense_152-152 - val_aux__MIN","lm_4layers_tense_152-152 - val_aux__MAX","lm_4layers_tense_152-152 - test_aux","lm_4layers_tense_152-152 - test_aux__MIN","lm_4layers_tense_152-152 - test_aux__MAX","lm_4layers_tense_142-142 - _step","lm_4layers_tense_142-142 - _step__MIN","lm_4layers_tense_142-142 - _step__MAX","lm_4layers_tense_142-142 - val_aux","lm_4layers_tense_142-142 - val_aux__MIN","lm_4layers_tense_142-142 - val_aux__MAX","lm_4layers_tense_142-142 - test_aux","lm_4layers_tense_142-142 - test_aux__MIN","lm_4layers_tense_142-142 - test_aux__MAX","lm_4layers_tense_172-172 - _step","lm_4layers_tense_172-172 - _step__MIN","lm_4layers_tense_172-172 - _step__MAX","lm_4layers_tense_172-172 - val_aux","lm_4layers_tense_172-172 - val_aux__MIN","lm_4layers_tense_172-172 - val_aux__MAX","lm_4layers_tense_172-172 - test_aux","lm_4layers_tense_172-172 - test_aux__MIN","lm_4layers_tense_172-172 - test_aux__MAX","lm_4layers_tense_132-132 - _step","lm_4layers_tense_132-132 - _step__MIN","lm_4layers_tense_132-132 - _step__MAX","lm_4layers_tense_132-132 - val_aux","lm_4layers_tense_132-132 - val_aux__MIN","lm_4layers_tense_132-132 - val_aux__MAX","lm_4layers_tense_132-132 - test_aux","lm_4layers_tense_132-132 - test_aux__MIN","lm_4layers_tense_132-132 - test_aux__MAX","lm_4layers_tense_162-162 - _step","lm_4layers_tense_162-162 - _step__MIN","lm_4layers_tense_162-162 - _step__MAX","lm_4layers_tense_162-162 - val_aux","lm_4layers_tense_162-162 - val_aux__MIN","lm_4layers_tense_162-162 - val_aux__MAX","lm_4layers_tense_162-162 - test_aux","lm_4layers_tense_162-162 - test_aux__MIN","lm_4layers_tense_162-162 - test_aux__MAX","lm_4layers_tense_112-112 - _step","lm_4layers_tense_112-112 - _step__MIN","lm_4layers_tense_112-112 - _step__MAX","lm_4layers_tense_112-112 - val_aux","lm_4layers_tense_112-112 - val_aux__MIN","lm_4layers_tense_112-112 - val_aux__MAX","lm_4layers_tense_112-112 - test_aux","lm_4layers_tense_112-112 - test_aux__MIN","lm_4layers_tense_112-112 - test_aux__MAX","lm_4layers_tense_102-102 - _step","lm_4layers_tense_102-102 - _step__MIN","lm_4layers_tense_102-102 - _step__MAX","lm_4layers_tense_102-102 - val_aux","lm_4layers_tense_102-102 - val_aux__MIN","lm_4layers_tense_102-102 - val_aux__MAX","lm_4layers_tense_102-102 - test_aux","lm_4layers_tense_102-102 - test_aux__MIN","lm_4layers_tense_102-102 - test_aux__MAX","lm_4layers_tense_122-122 - _step","lm_4layers_tense_122-122 - _step__MIN","lm_4layers_tense_122-122 - _step__MAX","lm_4layers_tense_122-122 - val_aux","lm_4layers_tense_122-122 - val_aux__MIN","lm_4layers_tense_122-122 - val_aux__MAX","lm_4layers_tense_122-122 - test_aux","lm_4layers_tense_122-122 - test_aux__MIN","lm_4layers_tense_122-122 - test_aux__MAX","lm_4layers_tense_42-42 - _step","lm_4layers_tense_42-42 - _step__MIN","lm_4layers_tense_42-42 - _step__MAX","lm_4layers_tense_42-42 - val_aux","lm_4layers_tense_42-42 - val_aux__MIN","lm_4layers_tense_42-42 - val_aux__MAX","lm_4layers_tense_42-42 - test_aux","lm_4layers_tense_42-42 - test_aux__MIN","lm_4layers_tense_42-42 - test_aux__MAX","lm_4layers_tense_62-62 - _step","lm_4layers_tense_62-62 - _step__MIN","lm_4layers_tense_62-62 - _step__MAX","lm_4layers_tense_62-62 - val_aux","lm_4layers_tense_62-62 - val_aux__MIN","lm_4layers_tense_62-62 - val_aux__MAX","lm_4layers_tense_62-62 - test_aux","lm_4layers_tense_62-62 - test_aux__MIN","lm_4layers_tense_62-62 - test_aux__MAX","lm_4layers_tense_82-82 - _step","lm_4layers_tense_82-82 - _step__MIN","lm_4layers_tense_82-82 - _step__MAX","lm_4layers_tense_82-82 - val_aux","lm_4layers_tense_82-82 - val_aux__MIN","lm_4layers_tense_82-82 - val_aux__MAX","lm_4layers_tense_82-82 - test_aux","lm_4layers_tense_82-82 - test_aux__MIN","lm_4layers_tense_82-82 - test_aux__MAX","lm_4layers_tense_52-52 - _step","lm_4layers_tense_52-52 - _step__MIN","lm_4layers_tense_52-52 - _step__MAX","lm_4layers_tense_52-52 - val_aux","lm_4layers_tense_52-52 - val_aux__MIN","lm_4layers_tense_52-52 - val_aux__MAX","lm_4layers_tense_52-52 - test_aux","lm_4layers_tense_52-52 - test_aux__MIN","lm_4layers_tense_52-52 - test_aux__MAX","lm_4layers_tense_72-72 - _step","lm_4layers_tense_72-72 - _step__MIN","lm_4layers_tense_72-72 - _step__MAX","lm_4layers_tense_72-72 - val_aux","lm_4layers_tense_72-72 - val_aux__MIN","lm_4layers_tense_72-72 - val_aux__MAX","lm_4layers_tense_72-72 - test_aux","lm_4layers_tense_72-72 - test_aux__MIN","lm_4layers_tense_72-72 - test_aux__MAX","lm_4layers_tense_92-92 - _step","lm_4layers_tense_92-92 - _step__MIN","lm_4layers_tense_92-92 - _step__MAX","lm_4layers_tense_92-92 - val_aux","lm_4layers_tense_92-92 - val_aux__MIN","lm_4layers_tense_92-92 - val_aux__MAX","lm_4layers_tense_92-92 - test_aux","lm_4layers_tense_92-92 - test_aux__MIN","lm_4layers_tense_92-92 - test_aux__MAX"
"267000","267177","267177","267177","1","1","1","0.8255","0.8255","0.8255","267177","267177","267177","1","1","1","0.8265","0.8265","0.8265","267177","267177","267177","1","1","1","0.923","0.923","0.923","267177","267177","267177","1","1","1","1","1","1","267177","267177","267177","1","1","1","0.973","0.973","0.973","267177","267177","267177","1","1","1","0.667","0.667","0.667","267177","267177","267177","1","1","1","0.826","0.826","0.826","267177","267177","267177","1","1","1","0.747","0.747","0.747","267177","267177","267177","1","1","1","0.8435","0.8435","0.8435","267177","267177","267177","1","1","1","0.451","0.451","0.451","267177","267177","267177","1","1","1","1","1","1","267177","267177","267177","1","1","1","0.997","0.997","0.997","267177","267177","267177","1","1","1","0.8745","0.8745","0.8745","267177","267177","267177","1","1","1","0.8535","0.8535","0.8535","267177","267177","267177","1","1","1","0.9385","0.9385","0.9385","267177","267177","267177","1","1","1","0.329","0.329","0.329","267177","267177","267177","1","1","1","0.9245","0.9245","0.9245","267177","267177","267177","1","1","1","0.974","0.974","0.974","267177","267177","267177","1","1","1","0.9845","0.9845","0.9845","267177","267177","267177","1","1","1","0.9795","0.9795","0.9795"
"270000","270179","270179","270179","1","1","1","0.744","0.744","0.744","270179","270179","270179","1","1","1","0.8835","0.8835","0.8835","270179","270179","270179","1","1","1","0.913","0.913","0.913","270179","270179","270179","1","1","1","0.999","0.999","0.999","270179","270179","270179","1","1","1","0.9745","0.9745","0.9745","270179","270179","270179","1","1","1","0.639","0.639","0.639","270179","270179","270179","1","1","1","0.838","0.838","0.838","270179","270179","270179","1","1","1","0.695","0.695","0.695","270179","270179","270179","1","1","1","0.8925","0.8925","0.8925","270179","270179","270179","1","1","1","0.476","0.476","0.476","270179","270179","270179","1","1","1","0.9995","0.9995","0.9995","270179","270179","270179","1","1","1","0.998","0.998","0.998","270179","270179","270179","1","1","1","0.8675","0.8675","0.8675","270179","270179","270179","1","1","1","0.9005","0.9005","0.9005","270179","270179","270179","1","1","1","0.9375","0.9375","0.9375","270179","270179","270179","1","1","1","0.288","0.288","0.288","270179","270179","270179","1","1","1","0.924","0.924","0.924","270179","270179","270179","1","1","1","0.984","0.984","0.984","270179","270179","270179","1","1","1","0.981","0.981","0.981","270179","270179","270179","1","1","1","0.976","0.976","0.976"
"273000","273181","273181","273181","1","1","1","0.772","0.772","0.772","273181","273181","273181","1","1","1","0.896","0.896","0.896","273181","273181","273181","1","1","1","0.88","0.88","0.88","273181","273181","273181","1","1","1","0.9995","0.9995","0.9995","273181","273181","273181","1","1","1","0.9605","0.9605","0.9605","273181","273181","273181","1","1","1","0.675","0.675","0.675","273181","273181","273181","1","1","1","0.845","0.845","0.845","273181","273181","273181","1","1","1","0.7505","0.7505","0.7505","273181","273181","273181","1","1","1","0.8425","0.8425","0.8425","273181","273181","273181","1","1","1","0.4905","0.4905","0.4905","273181","273181","273181","1","1","1","1","1","1","273181","273181","273181","1","1","1","0.9975","0.9975","0.9975","273181","273181","273181","1","1","1","0.882","0.882","0.882","273181","273181","273181","1","1","1","0.87","0.87","0.87","273181","273181","273181","1","1","1","0.9445","0.9445","0.9445","273181","273181","273181","1","1","1","0.316","0.316","0.316","273181","273181","273181","1","1","1","0.909","0.909","0.909","273181","273181","273181","1","1","1","0.981","0.981","0.981","273181","273181","273181","1","1","1","0.9875","0.9875","0.9875","273181","273181","273181","1","1","1","0.9775","0.9775","0.9775"
"276000","276183","276183","276183","1","1","1","0.784","0.784","0.784","276183","276183","276183","1","1","1","0.9045","0.9045","0.9045","276183","276183","276183","1","1","1","0.8985","0.8985","0.8985","276183","276183","276183","1","1","1","1","1","1","276183","276183","276183","1","1","1","0.969","0.969","0.969","276183","276183","276183","1","1","1","0.6685","0.6685","0.6685","276183","276183","276183","1","1","1","0.8655","0.8655","0.8655","276183","276183","276183","1","1","1","0.709","0.709","0.709","276183","276183","276183","1","1","1","0.8365","0.8365","0.8365","276183","276183","276183","1","1","1","0.515","0.515","0.515","276183","276183","276183","1","1","1","0.997","0.997","0.997","276183","276183","276183","1","1","1","0.9995","0.9995","0.9995","276183","276183","276183","1","1","1","0.868","0.868","0.868","276183","276183","276183","1","1","1","0.8465","0.8465","0.8465","276183","276183","276183","1","1","1","0.9005","0.9005","0.9005","276183","276183","276183","1","1","1","0.303","0.303","0.303","276183","276183","276183","1","1","1","0.89","0.89","0.89","276183","276183","276183","1","1","1","0.976","0.976","0.976","276183","276183","276183","1","1","1","0.987","0.987","0.987","276183","276183","276183","1","1","1","0.9705","0.9705","0.9705"
"279000","279185","279185","279185","1","1","1","0.7655","0.7655","0.7655","279185","279185","279185","1","1","1","0.862","0.862","0.862","279185","279185","279185","1","1","1","0.907","0.907","0.907","279185","279185","279185","1","1","1","1","1","1","279185","279185","279185","1","1","1","0.965","0.965","0.965","279185","279185","279185","1","1","1","0.6845","0.6845","0.6845","279185","279185","279185","1","1","1","0.8315","0.8315","0.8315","279185","279185","279185","1","1","1","0.7635","0.7635","0.7635","279185","279185","279185","1","1","1","0.856","0.856","0.856","279185","279185","279185","1","1","1","0.5235","0.5235","0.5235","279185","279185","279185","1","1","1","0.9985","0.9985","0.9985","279185","279185","279185","1","1","1","0.9985","0.9985","0.9985","279185","279185","279185","1","1","1","0.842","0.842","0.842","279185","279185","279185","1","1","1","0.886","0.886","0.886","279185","279185","279185","1","1","1","0.922","0.922","0.922","279185","279185","279185","1","1","1","0.308","0.308","0.308","279185","279185","279185","1","1","1","0.901","0.901","0.901","279185","279185","279185","1","1","1","0.979","0.979","0.979","279185","279185","279185","1","1","1","0.984","0.984","0.984","279185","279185","279185","1","1","1","0.9715","0.9715","0.9715"
"282000","282187","282187","282187","1","1","1","0.741","0.741","0.741","282187","282187","282187","1","1","1","0.8795","0.8795","0.8795","282187","282187","282187","1","1","1","0.8605","0.8605","0.8605","282187","282187","282187","1","1","1","1","1","1","282187","282187","282187","1","1","1","0.9665","0.9665","0.9665","282187","282187","282187","1","1","1","0.6945","0.6945","0.6945","282187","282187","282187","1","1","1","0.8275","0.8275","0.8275","282187","282187","282187","1","1","1","0.724","0.724","0.724","282187","282187","282187","1","1","1","0.83","0.83","0.83","282187","282187","282187","1","1","1","0.547","0.547","0.547","282187","282187","282187","1","1","1","0.991","0.991","0.991","282187","282187","282187","1","1","1","0.9995","0.9995","0.9995","282187","282187","282187","1","1","1","0.8415","0.8415","0.8415","282187","282187","282187","1","1","1","0.8945","0.8945","0.8945","282187","282187","282187","1","1","1","0.93","0.93","0.93","282187","282187","282187","1","1","1","0.2935","0.2935","0.2935","282187","282187","282187","1","1","1","0.928","0.928","0.928","282187","282187","282187","1","1","1","0.9785","0.9785","0.9785","282187","282187","282187","1","1","1","0.9855","0.9855","0.9855","282187","282187","282187","1","1","1","0.984","0.984","0.984"
"285000","285189","285189","285189","1","1","1","0.7715","0.7715","0.7715","285189","285189","285189","1","1","1","0.8745","0.8745","0.8745","285189","285189","285189","1","1","1","0.88","0.88","0.88","285189","285189","285189","1","1","1","1","1","1","285189","285189","285189","1","1","1","0.9585","0.9585","0.9585","285189","285189","285189","1","1","1","0.743","0.743","0.743","285189","285189","285189","1","1","1","0.833","0.833","0.833","285189","285189","285189","1","1","1","0.73","0.73","0.73","285189","285189","285189","1","1","1","0.819","0.819","0.819","285189","285189","285189","1","1","1","0.538","0.538","0.538","285189","285189","285189","1","1","1","0.9945","0.9945","0.9945","285189","285189","285189","1","1","1","0.998","0.998","0.998","285189","285189","285189","1","1","1","0.8735","0.8735","0.8735","285189","285189","285189","1","1","1","0.8915","0.8915","0.8915","285189","285189","285189","1","1","1","0.9125","0.9125","0.9125","285189","285189","285189","1","1","1","0.277","0.277","0.277","285189","285189","285189","1","1","1","0.9135","0.9135","0.9135","285189","285189","285189","1","1","1","0.9795","0.9795","0.9795","285189","285189","285189","1","1","1","0.9875","0.9875","0.9875","285189","285189","285189","1","1","1","0.985","0.985","0.985"
"288000","288191","288191","288191","1","1","1","0.76","0.76","0.76","288191","288191","288191","1","1","1","0.8855","0.8855","0.8855","288191","288191","288191","1","1","1","0.8685","0.8685","0.8685","288191","288191","288191","1","1","1","1","1","1","288191","288191","288191","1","1","1","0.9535","0.9535","0.9535","288191","288191","288191","1","1","1","0.7105","0.7105","0.7105","288191","288191","288191","1","1","1","0.8265","0.8265","0.8265","288191","288191","288191","1","1","1","0.731","0.731","0.731","288191","288191","288191","1","1","1","0.839","0.839","0.839","288191","288191","288191","1","1","1","0.5595","0.5595","0.5595","288191","288191","288191","1","1","1","0.997","0.997","0.997","288191","288191","288191","1","1","1","0.9975","0.9975","0.9975","288191","288191","288191","1","1","1","0.8765","0.8765","0.8765","288191","288191","288191","1","1","1","0.876","0.876","0.876","288191","288191","288191","1","1","1","0.917","0.917","0.917","288191","288191","288191","1","1","1","0.2985","0.2985","0.2985","288191","288191","288191","1","1","1","0.903","0.903","0.903","288191","288191","288191","1","1","1","0.9775","0.9775","0.9775","288191","288191","288191","1","1","1","0.9895","0.9895","0.9895","288191","288191","288191","1","1","1","0.9825","0.9825","0.9825"
"291000","291193","291193","291193","1","1","1","0.76","0.76","0.76","291193","291193","291193","1","1","1","0.8985","0.8985","0.8985","291193","291193","291193","1","1","1","0.8895","0.8895","0.8895","291193","291193","291193","1","1","1","1","1","1","291193","291193","291193","1","1","1","0.964","0.964","0.964","291193","291193","291193","1","1","1","0.7435","0.7435","0.7435","291193","291193","291193","1","1","1","0.837","0.837","0.837","291193","291193","291193","1","1","1","0.72","0.72","0.72","291193","291193","291193","1","1","1","0.843","0.843","0.843","291193","291193","291193","1","1","1","0.545","0.545","0.545","291193","291193","291193","1","1","1","0.9955","0.9955","0.9955","291193","291193","291193","1","1","1","0.997","0.997","0.997","291193","291193","291193","1","1","1","0.8675","0.8675","0.8675","291193","291193","291193","1","1","1","0.8895","0.8895","0.8895","291193","291193","291193","1","1","1","0.918","0.918","0.918","291193","291193","291193","1","1","1","0.3035","0.3035","0.3035","291193","291193","291193","1","1","1","0.8955","0.8955","0.8955","291193","291193","291193","1","1","1","0.974","0.974","0.974","291193","291193","291193","1","1","1","0.988","0.988","0.988","291193","291193","291193","1","1","1","0.9785","0.9785","0.9785"
"294000","294195","294195","294195","1","1","1","0.7715","0.7715","0.7715","294195","294195","294195","1","1","1","0.8925","0.8925","0.8925","294195","294195","294195","1","1","1","0.8735","0.8735","0.8735","294195","294195","294195","1","1","1","1","1","1","294195","294195","294195","1","1","1","0.957","0.957","0.957","294195","294195","294195","1","1","1","0.7235","0.7235","0.7235","294195","294195","294195","1","1","1","0.8315","0.8315","0.8315","294195","294195","294195","1","1","1","0.6885","0.6885","0.6885","294195","294195","294195","1","1","1","0.852","0.852","0.852","294195","294195","294195","1","1","1","0.527","0.527","0.527","294195","294195","294195","1","1","1","0.996","0.996","0.996","294195","294195","294195","1","1","1","0.9975","0.9975","0.9975","294195","294195","294195","1","1","1","0.8715","0.8715","0.8715","294195","294195","294195","1","1","1","0.8935","0.8935","0.8935","294195","294195","294195","1","1","1","0.9075","0.9075","0.9075","294195","294195","294195","1","1","1","0.299","0.299","0.299","294195","294195","294195","1","1","1","0.893","0.893","0.893","294195","294195","294195","1","1","1","0.979","0.979","0.979","294195","294195","294195","1","1","1","0.9925","0.9925","0.9925","294195","294195","294195","1","1","1","0.9815","0.9815","0.9815"
"297000","297197","297197","297197","1","1","1","0.781","0.781","0.781","297197","297197","297197","1","1","1","0.897","0.897","0.897","297197","297197","297197","1","1","1","0.871","0.871","0.871","297197","297197","297197","1","1","1","1","1","1","297197","297197","297197","1","1","1","0.9585","0.9585","0.9585","297197","297197","297197","1","1","1","0.733","0.733","0.733","297197","297197","297197","1","1","1","0.8325","0.8325","0.8325","297197","297197","297197","1","1","1","0.7115","0.7115","0.7115","297197","297197","297197","1","1","1","0.8435","0.8435","0.8435","297197","297197","297197","1","1","1","0.5325","0.5325","0.5325","297197","297197","297197","1","1","1","0.9965","0.9965","0.9965","297197","297197","297197","1","1","1","0.9985","0.9985","0.9985","297197","297197","297197","1","1","1","0.859","0.859","0.859","297197","297197","297197","1","1","1","0.905","0.905","0.905","297197","297197","297197","1","1","1","0.905","0.905","0.905","297197","297197","297197","1","1","1","0.299","0.299","0.299","297197","297197","297197","1","1","1","0.8985","0.8985","0.8985","297197","297197","297197","1","1","1","0.9795","0.9795","0.9795","297197","297197","297197","1","1","1","0.9845","0.9845","0.9845","297197","297197","297197","1","1","1","0.9855","0.9855","0.9855"
"300000","300199","300199","300199","1","1","1","0.7645","0.7645","0.7645","300199","300199","300199","1","1","1","0.901","0.901","0.901","300199","300199","300199","1","1","1","0.881","0.881","0.881","300199","300199","300199","1","1","1","1","1","1","300199","300199","300199","1","1","1","0.9625","0.9625","0.9625","300199","300199","300199","1","1","1","0.723","0.723","0.723","300199","300199","300199","1","1","1","0.831","0.831","0.831","300199","300199","300199","1","1","1","0.7105","0.7105","0.7105","300199","300199","300199","1","1","1","0.832","0.832","0.832","300199","300199","300199","1","1","1","0.545","0.545","0.545","300199","300199","300199","1","1","1","0.996","0.996","0.996","300199","300199","300199","1","1","1","0.996","0.996","0.996","300199","300199","300199","1","1","1","0.867","0.867","0.867","300199","300199","300199","1","1","1","0.8885","0.8885","0.8885","300199","300199","300199","1","1","1","0.9155","0.9155","0.9155","300199","300199","300199","1","1","1","0.2855","0.2855","0.2855","300199","300199","300199","1","1","1","0.9105","0.9105","0.9105","300199","300199","300199","1","1","1","0.9785","0.9785","0.9785","300199","300199","300199","1","1","1","0.983","0.983","0.983","300199","300199","300199","1","1","1","0.9835","0.9835","0.9835"
